            5   0.675319E-04   0.966116E-04   0.170345E-03   0.561787E-03   0.164254E-02   0.237343E-02   0.430760E-02   0.119783E-01
           10   0.829485E-04   0.118315E-03   0.180911E-03   0.505632E-03   0.718572E-02   0.999162E-02   0.947940E-02   0.791441E-02
           15   0.948107E-04   0.135298E-03   0.185465E-03   0.505131E-03   0.450591E-02   0.638900E-02   0.701819E-02   0.658195E-02
           20   0.121952E-03   0.171422E-03   0.203641E-03   0.461083E-03   0.384512E-02   0.545584E-02   0.657624E-02   0.548429E-02
           25   0.139132E-03   0.196179E-03   0.233888E-03   0.427614E-03   0.383132E-02   0.539650E-02   0.652685E-02   0.466431E-02
           30   0.148333E-03   0.209968E-03   0.277432E-03   0.388760E-03   0.344263E-02   0.489719E-02   0.641056E-02   0.410859E-02
           35   0.154511E-03   0.218589E-03   0.318447E-03   0.363912E-03   0.299262E-02   0.427230E-02   0.592650E-02   0.361690E-02
           40   0.155629E-03   0.217925E-03   0.351246E-03   0.337502E-03   0.268020E-02   0.379595E-02   0.492163E-02   0.316609E-02
           45   0.153843E-03   0.217227E-03   0.381006E-03   0.306749E-03   0.232789E-02   0.326565E-02   0.545602E-02   0.278250E-02
           50   0.150828E-03   0.212221E-03   0.397787E-03   0.292898E-03   0.208551E-02   0.290968E-02   0.529516E-02   0.355173E-02
           55   0.149036E-03   0.206568E-03   0.404370E-03   0.285058E-03   0.188021E-02   0.259622E-02   0.501615E-02   0.281626E-02
           60   0.149201E-03   0.207861E-03   0.404414E-03   0.266210E-03   0.194814E-02   0.237269E-02   0.506479E-02   0.264514E-02
           65   0.151303E-03   0.207401E-03   0.399582E-03   0.271473E-03   0.164191E-02   0.223490E-02   0.463270E-02   0.260349E-02
           70   0.152294E-03   0.206919E-03   0.388710E-03   0.278910E-03   0.153101E-02   0.213048E-02   0.371722E-02   0.248213E-02
           75   0.153190E-03   0.209087E-03   0.374200E-03   0.283024E-03   0.153512E-02   0.202962E-02   0.353569E-02   0.235006E-02
           80   0.151192E-03   0.206518E-03   0.358210E-03   0.290523E-03   0.176487E-02   0.193677E-02   0.328372E-02   0.220084E-02
           85   0.150139E-03   0.204923E-03   0.343582E-03   0.307088E-03   0.130788E-02   0.183598E-02   0.282681E-02   0.215121E-02
           90   0.145105E-03   0.198429E-03   0.327193E-03   0.323830E-03   0.122649E-02   0.170167E-02   0.297157E-02   0.196658E-02
           95   0.141107E-03   0.195196E-03   0.308884E-03   0.337969E-03   0.173372E-02   0.168079E-02   0.306005E-02   0.210327E-02
          100   0.143296E-03   0.197648E-03   0.295609E-03   0.339709E-03   0.129740E-02   0.173553E-02   0.235375E-02   0.230794E-02
          105   0.143367E-03   0.197235E-03   0.285348E-03   0.328619E-03   0.187526E-02   0.265697E-02   0.249857E-02   0.185910E-02
          110   0.140143E-03   0.195773E-03   0.275008E-03   0.325081E-03   0.198597E-02   0.279000E-02   0.258069E-02   0.160217E-02
          115   0.136848E-03   0.191129E-03   0.268729E-03   0.324608E-03   0.165715E-02   0.232879E-02   0.219775E-02   0.249404E-02
          120   0.130309E-03   0.182184E-03   0.262811E-03   0.335754E-03   0.114867E-02   0.161093E-02   0.191801E-02   0.273110E-02
          125   0.123374E-03   0.173436E-03   0.255923E-03   0.337337E-03   0.119230E-02   0.136779E-02   0.199045E-02   0.257181E-02
          130   0.123984E-03   0.175368E-03   0.256859E-03   0.325754E-03   0.142373E-02   0.151316E-02   0.188944E-02   0.229774E-02
          135   0.129034E-03   0.181705E-03   0.256785E-03   0.315818E-03   0.103957E-02   0.139364E-02   0.161054E-02   0.224236E-02
          140   0.130741E-03   0.185171E-03   0.256622E-03   0.299221E-03   0.929768E-03   0.124266E-02   0.149149E-02   0.205030E-02
          145   0.130167E-03   0.184558E-03   0.252569E-03   0.286881E-03   0.121297E-02   0.132210E-02   0.165215E-02   0.209689E-02
          150   0.126589E-03   0.180122E-03   0.250833E-03   0.276824E-03   0.108621E-02   0.117118E-02   0.134830E-02   0.207508E-02
          155   0.122320E-03   0.173511E-03   0.245382E-03   0.269208E-03   0.820488E-03   0.102472E-02   0.120913E-02   0.215708E-02
          160   0.118733E-03   0.168560E-03   0.242830E-03   0.255946E-03   0.959099E-03   0.104002E-02   0.140259E-02   0.217455E-02
